domain,url,for_sale,buy_now_price,all_prices_usd,summary
s.sk,https://s.sk,False,NONE,,A Slovak custom glass shop offering tailor-made glass products.
s.tk,https://s.tk,False,NONE,,A Stack Exchange network page featuring hot questions and the Robotics Stack Exchange Q&A site.
s.sv,https://domgator.com/s-sv,False,NONE,,A website showing a 503 Service Unavailable error page.
s.to,https://s.to,False,NONE,,A German-language free streaming site offering TV series with guidance on bypassing internet censorship.
s.tv,https://s.tv/,False,NONE,,Access is blocked; the page indicates automated or suspicious access and cannot be viewed.
s.uk,https://s.uk/,True,NONE,,The domain s.uk is for sale.
s.vg,https://s.vg,False,NONE,,"XETTER Free Software Room is a repository of free software, emulation tools, and retro computer game downloads."
s.tt,https://s.tt/,False,NONE,,A 404 Not Found error page indicating the requested URL is unavailable.
t.ac,http://t.ac/,True,NONE,,"A parked domain (t.ac) listed by Park.io, available for inquiry."
s.kg,http://s.kg,True,NONE,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 80, 123, 8900, 59, 8900, 59, 8900, 59, 8900, 59, 8900, 59, 8900, 59, 49000, 80, 110000, 50, 50000, 204, 500000, 53, 177000, 53, 88580, 20, 18000, 80, 12000, 16800, 16800, 20, 4800, 204, 400000, 100, 19800, 53, 100000, 48, 100000, 48, 150000, 48, 100000, 48, 50000, 48, 12880, 53, 12880, 60, 12880, 60, 59000, 3850, 58.85, 3850, 58.85, 3850, 58.85, 3850, 58.85, 4730, 58.85, 3850, 58.85, 22880, 58.85, 52880, 58.85, 12880, 58.85, 22880, 58.85, 12880, 58.85, 12880, 58.85, 12880, 58.85, 12880, 58.85, 12880, 58.85, 78800, 3960, 59, 2600, 59, 2600, 59, 2600, 59, 2600, 59, 3960, 59, 4880, 59, 2600, 59, 8900, 59, 8900, 59, 8900, 59",A marketplace offering sale of ultra-short domain names (1- to 4-character) with varied buy-now pricing and renewal costs.
s.tm,http://s.tm/,False,NONE,,A landing page promoting the s.tm premium domain name.
t.ar,https://t.ar/,False,NONE,,"A personal blog covering culture, education, and lifestyle topics."
t.bo,https://sedo.com/search/details/?partnerid=324561&language=us&domain=t.bo&origin=sales_lander_15&utm_medium=Parking&utm_campaign=offerpage,True,5250,5250,"The domain t.bo is listed for sale with a buy-now price of $5,250 on Sedo."
s.vu,https://s.vu,False,NONE,,"A personal site detailing patent-industry news and related software projects (PatForum, Patentswatch) by Hermann Stainer."
t.bw,http://t.bw/,False,NONE,,The domain promotes a free URL shortening service called t.bw (AviFox Project).
t.cc,https://t.cc/lander,True,NONE,,The domain t.cc is a GoDaddy parked domain that appears to be for sale.
s.pn,http://s.pn,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 8900, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 12880, 12880, 59000, 3850, 3850, 3850, 3850, 3850, 3850, 4730, 3850, 22880, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 49000, 50, 88580, 20, 4800, 400000, 19800, 8200, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 12880, 12880, 59000, 3850, 4730, 11000, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900",A marketplace offering 1-letter and other ultra-short domain names for sale.
t.cl,https://t.cl/,False,NONE,,Cannot determine the site's purpose from the available content.
t.cg,http://t.cg/,False,NONE,,"Parked domain t.cg with contact details (email 8@8.La, QQ/WeChat 8058888, Telegram t.me/im888)."
t.co,https://t.co/,False,NONE,,It describes X's t.co domain and its use to protect users and surface relevant posts.
t.cm,http://t.cm,True,NONE,,t.cm is a domain name currently for sale on a domain trading platform.
t.cr,https://013.com/?s=t.cr,False,NONE,,Domain query page for the t.cr domain with contact information via info@013.com.
t.bz,https://t.bz/,True,NONE,,Domain listing page for t.bz indicating it is available for sale via inquiry.
s.mw,http://s.mw,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 10800, 6800000, 1500000, 350000, 60000, 4800, 3960, 2600, 4880, 8900, 12000, 18000, 12880, 12880, 59000, 177000, 400000, 50000, 10800, 88580, 16800, 16800, 8200, 30000, 100000, 150000, 10800, 59000, 3780, 3780, 3780, 3780, 3780, 4644, 6800000, 1500000, 350000, 60000, 50, 204, 53, 80, 20",A marketplace listing 1-character domain names for sale.
t.dm,https://t.dm/,False,NONE,,A minimal page with the statement 'I am T t.dm'.
t.cx,https://t.cx/,False,NONE,,A parked domain page for t.cx using Sedo Domain Parking.
t.dk,http://t.dk,False,NONE,,An online store for JACK & JONES men's clothing and footwear.
t.ee,https://t.ee/,False,NONE,,A 404 Not Found error page indicating the requested link is unavailable.
t.fm,http://t.fm/,False,NONE,,"A welcome page for the t.fm domain dated November 23, 2025."
t.et,https://t.et/,False,NONE,,A 404 Not Found page served by nginx; no content is available.
t.cz,http://t.cz,False,NONE,8.29,"A Czech T-Mobile business site offering telecom, internet, TV, and cloud services for enterprises."
t.gl,http://ww113.t.gl/,False,NONE,,An expired domain with a renewal prompt.
t.gd,https://t.gd,True,50000,"50000, 2396, 1000","T.GD is a domain name listed for sale with a Buy Now price of USD 50,000 and installment options."
t.gp,https://website.org/404?domain=t.gp,False,NONE,,A free website creation service offering the t.gp domain.
s.ws,http://s.ws/,False,NONE,,Website.ws is a domain service promoting 'Your Internet Address For Life'.
t.hr,http://t.hr/,False,NONE,,A contact page directing inquiries to gxlhome@gmail.com.
t.im,https://t.im,False,NONE,,"T.im is a dynamic URL shortener with analytics, QR codes, and branded landing pages."
t.io,https://t.io,False,NONE,,A product page for Tenable Vulnerability Management (and Tenable One) promoting vulnerability management solutions.
t.gs,http://www.t.gs/,False,NONE,,A placeholder domain page indicating the site is under construction and coming soon.
t.ki,https://t.ki,False,NONE,,Trustee Plus is a cryptocurrency wallet with a payment card and exchange features.
t.ls,https://t.ls/,False,NONE,,A security blog called theTLS displaying a Coming Soon message with no sale information.
t.de,https://t.de,False,NONE,"0, 13.2, 24.18, 264, 32.95, 1.1, 3.3, 10.95, 48.35, 110, 21.95, 78.05, 1.09, 5.49, 5.5, 132","A German telecom promo deals page for Telekom Magenta services (TV, mobile, internet)."
t.is,http://t.is,False,NONE,,Origo is an Icelandic company offering IT solutions and services for businesses.
t.je,https://about.me/tom.elliott,True,NONE,,"A personal about.me placeholder page for Tom Elliott, noting the domain may be for sale."
t.me,https://t.me,False,NONE,,Telegram is a cloud-based mobile and desktop messaging app focused on security and speed.
t.mr,https://t.mr,False,NONE,,"A URL shortening service offering dynamic links, QR codes, bio pages, and analytics."
t.mp,https://t.mp,False,NONE,1000,"Temporal is a platform for durable execution and orchestration of software workflows, with open-source SDKs and a managed Temporal Cloud."
t.my,https://t.my/,False,NONE,,"A data storage, sharing, and monetization platform focused on user data control."
t.pe,https://t.pe/,False,NONE,,A 404 Not Found page indicating the requested URL is no longer available.
t.pl,https://t.pl/,False,NONE,,Polish email service offering an ad-free mailbox with the address ty@t.pl and large capacity.
t.pw,http://t.pw,True,NONE,,A domain placeholder page indicating the t.pw domain is for sale and available for inquiry.
t.mk,http://t.mk,False,NONE,,A Macedonian Telekom site providing telecom services and products.
t.sv,https://t.sv/,False,NONE,,A global WHOIS lookup service for domain information (STARIII.COM).
t.sh,http://t.sh/,False,NONE,,A landing page promoting the premium t.sh domain name.
t.tv,https://t.tv/,False,NONE,,An access-blocked page indicating automated access was detected.
t.tl,https://t.tl/,True,NONE,,"A URL shortening service using the t.tl domain, currently for sale."
t.tm,http://t.tm/,False,NONE,,A premium .tm domain name (t.tm).
t.fo,http://t.fo,True,NONE,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 49000, 177000, 88580, 18000, 16800, 20, 4800, 400000, 19800, 8200, 30000, 150000, 50000, 12880, 78000, 3960, 2600, 4880, 53, 60, 80, 120, 204, 50, 100, 27.16, 58.85, 110000, 6800000, 1500000, 350000, 60000",Marketplace for 1-character (and related) domain names with fixed buy-now and offer options.
t.uk,https://t.uk,False,NONE,,TdotUK is a finance affiliate network offering performance-based digital marketing services for affiliates and advertisers.
t.ua,https://t.ua,False,NONE,,Trustee Plus is a crypto wallet with a built-in payment card and related crypto-finance services.
t.vg,https://t.vg/,False,NONE,,A contact form page for the t.vg website.
t.tt,http://t.tt/,False,NONE,,"A Chinese platform for Luo Yonghao's Douyin live-commerce, including merchant signup, user wish submissions, charity signup, and company recruitment."
t.vu,http://t.vu/,False,NONE,,Expired DNS hosting service page for DNS Made Easy.
t.st,http://t.st,False,NONE,6900000,Investor relations site for The Arena Group (AREN).
t.mw,http://t.mw,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 49000, 50000, 177000, 88580, 18000, 16800, 20, 4800, 400000, 19800, 8200, 30000, 100000, 150000, 12880, 59000, 3850, 4730, 22880, 52880, 12880, 78000, 3960, 2600, 4880, 8900, 177000, 88580",A marketplace listing short one-character domain names for sale.
u.ai,https://u.ai/,True,60000000,60000000,"A for-sale domain page offering the u.ai domain at a buy-it-now price of $60,000,000 via Spaceship."
u.ac,http://u.ac/,False,NONE,,Promotional page for the premium .ac domain u.ac offered by NIC.AC.
u.ae,https://u.ae,False,NONE,,"A UAE government portal providing information on jobs, education, visas, business, and public services."
u.ar,https://u.ar,False,NONE,,"A site offering premium domain names and guidance on buying, selling, and valuing them."
u.at,http://u.at/,False,NONE,,"Default Web Server page describing Plesk, a hosting control panel for managing servers, websites and hosting services."
u.am,https://u.am/,True,NONE,,"A Sedo parked domain page for u.am, indicating potential sale."
u.bw,http://u.bw/,False,NONE,,U.BW is a beta free URL shortener service.
u.af,https://u.af,False,NONE,"1, 1.1096, 0.2645, 11.073, 0.00856, 3.435, 3200",A news and media website covering Afghanistan and regional/international news.
u.cr,https://u.cr,False,NONE,,"A personal academic page for Scott Mueller, a researcher in causality and artificial intelligence."
u.bo,https://u.bo/,False,NONE,,Obfuscated list of .bo subdomains with a partial URL; no sale information is evident.
t.ws,http://t.ws/,False,NONE,,A parked domain/landing page for WEBSITE.WS with the slogan 'Your Internet Address For Life'.
u.gs,https://u.gs/,True,9999,9999,The domain u.gs is for sale with a buy-it-now price of 9999 USD.
u.cv,https://u.cv/,False,NONE,,"u.cv is a clean, professional URL shortener for creating short, memorable links."
u.fr,https://u.fr,False,NONE,33.0,Online portal for the French U supermarket chain offering online shopping and store services.
u.gt,https://u.gt,False,NONE,,A Canadian technology company marketing and distributing electronics worldwide.
u.gp,https://website.org/404?domain=u.gp,False,NONE,0,u.gp is a free website domain managed by Website.org.
u.ht,http://u.ht/,False,NONE,,A page containing contact information for the email address gxlhome@gmail.com.
u.cn,http://u.cn/,True,NONE,,This domain is for sale.
u.is,https://u.is,False,NONE,,"Utopia is a decentralized, privacy-oriented P2P ecosystem for secure messaging, encrypted payments, and private browsing built by the 1984 Group."
u.ke,https://u.ke/,False,NONE,,The domain 'Domain / Domains' appears to be a generic placeholder with no sale information.
u.hr,https://u.hr,True,45000,"49500, 3547.5",The domain u.hr is a premium domain listed for sale.
u.ki,https://u.ki/,False,NONE,,Branding text for the domain u.ki.
u.ly,https://u.ly/,False,NONE,,It's a login page for the u.ly website.
t.pn,http://t.pn,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 11000, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 8900, 8900, 8900, 8900, 49000, 110000, 50000, 500000, 177000, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 8900, 8900, 44145, 19900, 57338, 85000, 44145, 60000, 110000, 181720, 50000, 500000, 177000, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 8900, 8900, 500, 50, 204, 53, 80, 20, 110000, 110000, 3850, 3850, 3850, 3850, 3850, 3850, 4730, 3850, 22880, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 8900, 8900",A marketplace listing short one-letter and few-letter domain names for sale.
u.ie,http://u.ie/,False,NONE,,The domain is reserved by a client of Irish Domains.
u.mt,https://u.mt,False,NONE,,Official website of the University of Malta.
u.nu,https://u.nu/,False,NONE,,A 404 Not Found page indicating the requested URL is no longer available.
u.pe,https://u.pe,False,NONE,,"A community-powered hub for local events and information in Guanacaste, Costa Rica."
u.ro,https://u.ro/,False,NONE,,A page consisting only of bee emojis with no content or sales information.
u.co,http://u.co,False,NONE,"32.45, 40.7, 60.5, 75.24, 52.8, 88.0, 30.8, 38.5, 44.0, 55.0, 44.0, 66.0, 121.0, 143.0, 49.5, 57.97, 30.8, 37.4, 93.5, 121.0, 93.5, 13.75, 13.75, 13.75, 13.75, 13.75, 13.2, 13.2, 16.5, 13.2, 16.5, 0.55",Online boutique offering Moroccan-style kaftans and related fashion items.
u.sb,https://u.sb/,False,NONE,,A Chinese-language tech blog focused on Debian and Linux server administration.
u.rw,https://u.rw/,False,NONE,,A domain (u.rw) displaying an SSL certificate error from the origin server via Cloudflare.
u.nz,http://u.nz,False,NONE,,"Holding page for the u.nz domain registered with Nominate, indicating the site is under construction."
u.sk,https://u.sk/,False,NONE,,A 404 Not Found page indicating the requested link is no longer available.
u.tc,https://u.tc/,False,NONE,,The domain name u.tc.
u.st,https://u.st,False,NONE,,"Description of a science and technology domain outlining research areas and core capabilities across quantum computing, AI, biotechnology, materials science, energy, and space engineering."
u.mk,http://u.mk,True,NONE,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 8900, 8900, 8900, 8900, 49000, 110000, 50000, 500000, 177000, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 12880, 12880, 59000, 3850, 3850, 3850, 3850, 3850, 3850, 4730, 3850, 22880, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 52880, 12880, 12880, 12880, 12880, 12880, 78800, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900",A marketplace listing for sale of ultra-short one-character and related domain names.
u.to,https://u.to/,False,NONE,,u.to is a URL shortening service that shortens links and tracks click statistics after login.
u.td,https://u.td,False,NONE,,A site offering 1500+ online web tools and utilities.
u.tt,https://u.tt,False,NONE,,Official main website of The University of Trinidad and Tobago.
u.uk,https://u.uk,True,640000,640000,"Premium domain u.uk for sale at £500,000."
u.mw,http://u.mw,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 8900, 8900, 8900, 8900, 49000, 110000, 50, 50000, 500000, 177000, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 8900, 8900, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 8900, 8900",A marketplace offering ultra-short one-character and other short internet domain names for sale.
u.ua,https://u.ua,False,NONE,0.54,"U.UA is a modern, free file transfer and storage service for sharing and storing large files up to 50 GB for up to 7 days."
u.pn,http://u.pn,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 6800000, 1500000, 350000, 60000, 204, 80, 53, 20, 4800, 400000, 19800, 8200, 177000, 88580, 18000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 30000, 150000, 50000, 500000, 78000, 3960, 2600, 8900, 12880, 22880, 52880, 3850, 4730, 60, 48",A marketplace selling one-character domain names with buy-now pricing.
u.tm,http://u.tm/,False,NONE,,The site promotes the u.tm domain as a premium .tm domain.
v.af,https://v.af,False,NONE,,"V.af is a URL shortening service offering branded short links, QR codes, and bio pages."
u.kg,http://u.kg,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 59, 8900, 59, 8900, 59, 8900, 59, 8900, 59, 49000, 80, 50000, 500000, 177000, 53, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 12880, 12880, 59000, 3850, 3850, 3850, 3850, 3850, 3850, 4730, 3850, 22880, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 8900, 8900, 8900, 50, 204, 110000, 27.16, 58.85",A marketplace listing one-character and other ultra-short domain names for sale.
u.vu,https://ariabeta.com/,False,NONE,,"Coming-soon placeholder page for the domain u.vu inc., stating that it does not offer or solicit investments."
v.am,http://v.am/,False,NONE,,"A landing page for Plesk, a hosting control panel."
u.vg,https://u.vg,False,NONE,,A page listing the XETTER free software project with multi-platform download links.
v.ar,https://v.ar,False,NONE,,"Personal portfolio and bio of Argentine front-end software engineer Valentín Costa, detailing his education and projects."
v.bw,http://v.bw/,False,NONE,,V.BW is the beta version of the shortest free URL shortener by AviFox.
v.ac,http://v.ac/,False,NONE,,A landing page promoting the premium .ac domain name v.ac.
v.bo,https://v.bo/,False,NONE,,An obfuscated list of .bo subdomains and a URL.
v.cc,https://www.tz8vip.net/index.html,False,NONE,,"A page header listing Chrome, Firefox, and Microsoft Edge with a Confirm action."
v.at,https://v.at/,True,108000,108000,"v.at is a domain for sale with an asking price of 100,000 EUR."
v.cx,https://v.cx,False,NONE,,"A personal blog by Rob Shearer with posts on technology, film, and personal projects."
v.de,https://v.de,False,NONE,,"Verinice is a sovereign GRC software platform for IT security, data protection, and business continuity."
v.ee,https://v.ee,False,NONE,,A venture studio and research lab building augmented intelligence infrastructure for human-AI teams.
v.dk,https://v.dk/,False,NONE,,"A Danish legal knowledge portal by Tommy V. Christiansen, covering inheritance, corporate, and tax law."
v.cl,https://sitios.cl/,False,NONE,"44, 77",Sitios.cl is a Chilean site directory portal.
v.gd,https://v.gd/,False,NONE,,v.gd is an ethical URL shortener.
v.fo,https://v.fo,False,NONE,,A Faroese-language web portal and directory of links to various sites.
u.ws,http://u.ws/,False,NONE,,A basic landing page for the website.ws domain (Your Internet Address For Life).
v.gs,https://v.gs/,True,NONE,,The domain v.gs may be for sale.
v.gt,https://sedo.com/search/details/?partnerid=324561&language=us&domain=v.gt&origin=sales_lander_2&utm_medium=Parking&utm_campaign=offerpage,True,25000,25000,"The domain v.gt is for sale for $25,000."
v.gp,https://website.org/404?domain=v.gp,False,NONE,0,A landing page promoting free website creation on the v.gp domain via Website.org.
v.cz,http://v.cz,False,NONE,,"Czech site for the Kingdom of Gingerbread offering visits, events, and the Gingerbread Museum."
v.gl,https://v.gl/,True,NONE,,v.gl is a domain for sale.
v.hm,https://v.hm/,True,NONE,,A domain for sale page offering transfer and contact information (nic#diy.gd).
v.io,https://vanadium.github.io/,False,NONE,,"A developer site for Vanadium's Syncbase, a mobile, peer-to-peer distributed database platform."
v.cn,http://v.cn/,True,NONE,,This domain name is for sale.
v.ly,https://website.org/404?domain=v.ly,False,NONE,,A page offering free website creation under the v.ly domain managed by Website.org.
v.me,https://src.visa.com/login,False,NONE,,A Visa Click to Pay login page with cookie/privacy notices.
v.mk,http://v.mk/cgi-sys/suspendedpage.cgi,False,NONE,,A domain with a suspended hosting account.
v.hn,https://v.hn,True,16888,"16888, 1210.31",The v.hn domain is a premium domain listed for sale on a domain marketplace.
v.mr,https://v.mr/,True,NONE,,The domain v.mr is for sale.
v.nz,https://v.nz/,False,NONE,,A website offering WHOIS domain lookup.
v.pe,https://v.pe/,True,NONE,,The domain v.pe is for sale.
v.nu,https://v.nu/,False,NONE,,The website is currently under construction.
v.pn,https://v.pn/,False,NONE,,A domain named V.PN that is currently under construction by Owl Owl OÜ.
v.ps,https://v.ps,False,NONE,,"V.PS offers simple, fast VPS hosting with global data centers and one-click deployment."
v.ie,https://x.com/,False,NONE,,A generic error page noting that privacy extensions may cause issues on x.com.
v.st,https://v.st,False,NONE,,"A self-hosted, community-run federation of services (SSO, editing, chat, file sharing) hosted at v.st."
v.ro,https://v.ro/,False,NONE,"1309, 2409","An enterprise-focused service offering v.ro email marketing platform access, DNS management, and cloud hosting with multi-year contracts."
v.tv,https://v.tv/,False,NONE,,v.tv is a short domain name.
v.td,http://www.v.td/,True,NONE,1.5,A domain registrar page offering discounted domain registrations by Netim.
v.gg,http://v.gg/,True,NONE,,The domain v.gg is for sale and negotiable by best offer.
v.vg,https://v.vg,False,NONE,,A free software room hosting downloads of retro computer emulation software and classic games for multiple platforms.
v.tt,https://v.tt,False,NONE,,"Personal/professional site for Stefan Vetter, founder of Swiss startups Friendly and Wortspiel."
v.tm,http://v.tm/,False,NONE,,Advertising a premium .tm domain (v.tm) with no price or sale listing.
w.ac,http://w.ac/,True,NONE,,A parked domain (w.ac) listed for sale on Park.io.
w.ai,https://w.ai,False,NONE,,"Platform to monetize idle computing power by contributing to a global, open AI network."
v.ua,https://v.ua,False,NONE,2.17,A Ukrainian domain registration service for the V.UA domain.
v.sv,http://v.sv,True,NONE,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 181720, 169000, 500000, 6800000, 1500000, 350000, 60000, 108000, 115000, 85000, 57338, 44145, 19900, 1750, 80, 123, 8900, 59, 18000, 16800, 20, 4800, 400000, 19800, 8200, 30000, 50000, 12880, 3780, 2600, 3960, 4880, 78000, 52880, 22880, 4644, 59000, 88580, 50, 10800, 49000, 3780",A marketplace listing extremely short one- to multi-character domain names for sale.
w.ag,https://www.god.dad/,False,NONE,,It is the domain name god.dad.
w.ar,https://w.ar/,False,NONE,,"Spanish-language domain search and registration guidance site for Argentine domains (.ar, .com.ar, .net.ar)."
w.at,https://www.google.com/,False,NONE,,A snippet of Google's search interface and related services.
w.cl,http://w.cl/,False,NONE,,This is the default index page of a website generated by ISPConfig.
w.bo,https://w.bo/,False,NONE,,An obfuscated collection of .bo domain fragments and a URL with no meaningful content.
w.cg,http://w.cg/,False,NONE,,A parked domain page for w.cg with contact information.
w.cr,https://013.com/?s=w.cr,False,NONE,,A domain inquiry page for the domain w.cr with contact instructions to email the owner at info@013.com.
w.bw,https://w.bw/,False,NONE,,"W is for Whisky is a whisky review site featuring reviews of gin, cognac, armagnac, vodka, and whisky."
w.cv,https://w.cv/,False,NONE,,"Personal portfolio site for Christian Walsh, a Full Stack Software Engineer at Drumify, highlighting projects and skills."
v.kg,http://v.kg,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 500000, 181720, 169000, 115000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 123, 1750, 80, 8900, 49000, 50000, 177000, 88580, 18000, 12000, 16800, 20, 4800, 400000, 19800, 8200, 30000, 100000, 150000, 12880, 78000, 3960, 2600, 4880, 8900, 110000, 500, 204, 58.85, 27.16, 53",A marketplace selling short one-letter to multi-character internet domain names.
w.fo,https://w.fo/,False,NONE,,"A page displaying the Polish phrase Brak odnośnika, meaning No reference."
w.de,https://w.de,True,NONE,,Premium single-letter .de domain w.de for sale.
w.cm,http://w.cm,True,NONE,,A premium domain name marketplace listing the w.cm domain for sale with secure transaction services.
w.gp,https://w.gp/,True,NONE,,The domain w.gp may be for sale.
w.gd,http://w.gd/,True,NONE,,"A premium, short domain name w.gd offered for sale."
w.gs,https://w.gs/,True,NONE,,The domain w.gs may be for sale.
w.gt,http://w.gt/,False,NONE,,A site offering a personalized creative email service at ab.cd.
w.hm,https://w.hm/,False,NONE,,A page demonstrating a domain WHOIS API inquiry example.
w.is,https://w.is/,False,NONE,,A WHOIS lookup tool and bulk domain availability checker powered by W.is.
w.ht,https://w.ht,False,NONE,"12.95, 8.95, 175.0, 90.0",Web@laminute is a domain registration and web hosting provider offering domain searches and hosting plans.
w.hr,https://w.hr,True,12000,"13200, 13200, 946, 1800, 1200",The domain w.hr is a premium domain name currently for sale.
w.ki,https://w.ki/,False,NONE,,A domain consisting of the single number 1111.
w.ie,http://w.ie,False,NONE,324,Mantra Living is an online Irish furniture store offering contemporary furniture and home décor with nationwide delivery.
v.mw,http://v.mw,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 49000, 177000, 88580, 18000, 16800, 20, 4800, 400000, 19800, 8200, 30000, 150000, 12880, 78000, 59000, 3850, 4730, 22880, 52880, 3960, 2600, 4880, 50000",A marketplace selling 1-letter/1-character domain names with buy-now options and multiple historical sales across various TLDs.
v.ws,http://v.ws/,False,NONE,,Domain parking/landing page for WEBSITE.WS advertising 'Your Internet Address For Life'.
w.ke,https://sedo.com/search/details/?partnerid=324561&language=us&domain=w.ke&origin=sales_lander_15&utm_medium=Parking&utm_campaign=offerpage,True,250000,270000,The domain w.ke is for sale on Sedo.
w.me,https://w.me,False,NONE,,A free AI-powered brand-name idea generator and information hub for the .ME domain.
w.je,http://w.je/,False,NONE,,A blog-like site (WADAstudio) with posts about flood-damaged housing and related topics.
w.ml,http://w.ml,True,NONE,500,"W.ML is a domain name for sale on Atom's marketplace, with offers starting at $500 and no buy-it-now option."
w.lu,http://w.lu,False,NONE,,"Website for Hotel Christophe Colomb, a hotel in Luxembourg City."
w.mk,http://w.mk,False,NONE,,Sheetal Group is a leading global diamond manufacturer established in 1985.
w.mr,http://w.mr/,False,NONE,,The domain www.w.mr is under construction with contact information available.
w.pe,https://w.pe,True,15000,"15000, 1075, 1800, 1200","Premium domain w.pe is for sale with a buy-it-now price of $15,000 and lease-to-own options."
w.sc,https://w.sc/,False,NONE,,A minimal domain name 'w.sc' with the .sc top-level domain.
w.sb,https://www.mistachkin.com/david/,False,NONE,,"The content is the name of a person, David Mistachkin."
w.sh,https://w.sh,False,NONE,,GitHub is a platform for hosting and collaborating on software development projects.
